# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 （这里提供了一部分样本[2521]~[5006]）
# 格式：[样本ID] 推理过程

[3865] \overrightarrow{PF}\cdot(\overrightarrow{OF}+\overrightarrow{OP})=(\overrightarrow{OF}-\overrightarrow{OP})\cdot(\overrightarrow{OF}+\overrightarrow{OP})=|\overrightarrow{OF}|^{2}-|\overrightarrow{OP}|^{2}=0所以|OF_{1}|=|OP|,又|OF_{1}|=|OF_{2}|,所以\trianglePF_{1}F_{2}是直角三角形,PF_{1}\botPF_{2}|PF_{1}|^{2}+|PF_{2}|^{2}=|F_{1}F_{2}|^{2}=4c^{2},又|PF_{1}|+|PF_{2}|=2a,|PF_{1}|=2|PF_{2}|,所以|PF_{2}|=\frac{2}{3}a,|PF_{1}|=\frac{4}{3}a.\frac{4}{9}a^{2}+\frac{16}{9}a^{2}=4c^{2},所以_{e}=\frac{c}{a}=\frac{\sqrt{5}}{3}数答客为

[3866] 根据题意知:2c=2\thereforec=1,a=\sqrt{5}\thereforeb=2,故椭圆方程为:\frac{x^{2}}{5}+\frac{y}{4}=1

[3867] 当焦点在横轴时,m>2\thereforec=\sqrt{m-2},离心率为\frac{\sqrt{2}}{2},所以有m>2\thereforec=\frac{\sqrt{m-2}}{\sqrt{m}}=\frac{\sqrt{2}}{2}\Rightarrowm=4,当焦点在纵轴时,m<2\thereforec=\frac{\sqrt{2-m}}{\sqrt{2}}=\frac{\sqrt{2}}{2}\Rightarrowm=1,所以m的值为4或1.

[3868] 根据双曲线的定义可得|PF_{1}|-|PF_{2}|=2a,又|PF_{1}|=3|PF_{2}|,所以|PF_{1}|=3a|PF_{2}|=a,又\overrightarrow{PF}\cdot\overrightarrow{PF}_{2}=|\overrightarrow{PF}|\cdot|\overrightarrow{PF_{2}}|\cos\angleF_{1}PF_{2}=\frac{1}{2}a^{2},所以\cos\angleF_{1}PF_{2}=\frac{1}{6},又|F_{1}F_{2}|=2c,在\triangleF_{1}PF_{2}中由余弦定理|F_{1}F_{2}|^{2}=|PF_{1}|^{2}+|PF_{2}|^{2}-2|PF_{1}|\cdot|PF_{2}|\cos\angleF_{1}PF_{2}'即4c^{2}=9a^{2}+a^{2}-2\times3a\timesa\times\frac{1}{6},即2c=3a,所以离心率e=\frac{c}{a}=\frac{3}{2}

[3869] 由椭圆的方程可得A(a,0),B(0,b),F(-c,0),因为\angleABF=90^{\circ},所以\overrightarrow{BA}\overrightarrow{BF}=(a,-b)\cdot(-c,-b)=0,即b^{2}=ac,而b^{2}=a^{2}-c^{2},所以c^{2}+ac-a^{2}=0,则e^{2}+e-1=0,e\in(0,1),解得e=\frac{\sqrt{5}-1}{2}.

[3870] 设A(x_{1},y_{1}),B(x_{2},y_{2})\because直线l与抛物线y^{2}=4x相交于不同两点A,B\thereforey_{1}2=4x_{1},y_{2}^{2}=4x_{2},则两式相减得(y_{1}+y_{2})(y_{1}-y_{2})=4(x_{1}-x_{2})\becauseM(x_{0},4)是AB中点\therefore8(y_{1}-y_{2})=4(x_{1}-x_{2})

[3874] 设出A,B,C三点的坐标,把|\overrightarrow{FA}|+|\overrightarrow{FB}|+|\overrightarrow{FC}|(三个焦半径之和)转化为三个点线距之和,用上条件即可求解.设点A,B,C的坐标分别为(x_{1},y_{1}),(x_{2},y_{2}),(x_{3},y_{3})又p=4,F(2,0),则\overrightarrow{FA}=(x_{1}-2,y_{1}),\overrightarrow{FB}=(x_{2}-2,y_{2}),\overrightarrow{FC}=(x_{3}-2,y_{3})\because\overrightarrow{FA}+\overrightarrow{FB}+\overrightarrow{FC}=\overrightarrow{0},\thereforex_{1}-2+x_{2}-2+x_{3}-2=0,\thereforex_{1}+x_{2}+xx_{3}=6由抛物线的定义可得:|\overrightarrow{FA}|=x_{1}+\frac{p}{2},|\overrightarrow{FB}|=x_{2}2+\frac{p}{2},|\overrightarrow{FC}|=x_{3}+\frac{p}{2}\therefore|\overrightarrow{FA}|+|\overrightarrow{FB}|+|\overrightarrow{FC}|=x_{1}+x_{2}+x_{3}+2=6+6=1.

[3875] 联立直线方程与渐近线方程:\begin{cases}y=-\frac{a}{b}(\\y=\frac{b}{a}\end{cases}解方程组可得交点M的坐标为:M联立直线方程与渐近线方程:解方程组可得交点N的坐标为:结合|NF_{1}|=2|MF_{1}|和两点之间距离公式可得据此有:\frac{a^{2}}{b^{2}}=\frac{1}{3}.则双曲线C的渐进线方程为y=\pm\frac{\sqrt{3}}{3}x

[3876] 由题意得:设M点的坐标为(a,b),故b^{2}=a\becauseF点的坐标为(\frac{1}{4},0)\therefore|MF|=a+\frac{p}{2}=a+\frac{1}{4}=\frac{5}{4},解得a=1又\becauseM在第一象限\thereforea=1,b=1,即M点的坐标为(1,1)

[3877] 抛物线C:y^{2}=2px(p>0)的准线方程为x=-\frac{p}{2},由抛物线的定义可知1+\frac{p}{3}=3,解得p=4,\thereforeC的方程为y^{2}=8x;

[3879] 根据抛物线的方程算出其焦点为(2,0),从而得出双曲线的右焦点为F(2,0).再设出双曲线的方程,利用离心率的公式和a、b、c的平方关系建立方程组,解出a、b的值即可得到该双曲线的方程.\because抛物线方程为y^{2}=8x,\therefore2p=8,得抛物线的焦点为(2,0)\because双曲线的一个焦点与抛物y^{2}=8x的焦点重合\therefore双曲线的右焦点为F(2,0)设双曲线的方程为\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0),可得a^{2}+b^{2}=4\cdots\textcircled{1}\because双曲线的离心率为2,\therefore\frac{c}{a}=2,即\frac{a^{2}+b^{2}}{a^{2}}=4\cdots\textcircled{2}由\textcircled{1}\textcircled{2}联解,得a^{2}=1,b^{2}=3,所以该双曲线的方程为\frac{x^{2}}{1}-\frac{y^{2}}{3}=1,

[3880] 依题意(1-m)x^{2}-my^{2}=1是椭圆方程,即\frac{x^{2}}{1-m}+\frac{y^{2}}{\frac{1}{m}}=1\frac{1}{1-m}>0,\frac{1}{m}>0,m<0,a=\frac{m+1-m}{m(1-m)}=\frac{1}{m(1-m)}<0,\therefore\frac{1}{1-m}<\frac{1}{x}

[3882] 如下图所示,设准线与y轴交于N点,P(x_{0},y_{0})因为抛物线方程为x^{2}=8y,所以F(0,2),N(0,-2)又因为|PM|=y_{0}+\frac{p}{2}=y_{0}+2=6,所以y_{0}=4所以x_{0}^{2}=8y_{0}=32,所以x_{0}=\pm4\sqrt{2},由对称性可取x_{0}=-4\sqrt{2},所以梯形MNFP的面积为:\frac{(4+6)\cdot4\sqrt{2}}{2}=20\sqrt{2}又因为\triangleMNF的面积为:\frac{4\sqrt{2}\cdot4}{2}=8\sqrt{2}所以S_{\triangleMPF}=20\sqrt{2}-8\sqrt{2}=12\sqrt{2},

[3883] 设动圆圆心M(x,y),半径为r,因为圆M与圆C_{1}:(x+4)^{2}+y^{2}=4外切与圆C_{2}:(x-4)^{2}+y^{2}=4内切,圆心C_{1}(-4,0),C_{2}(4,0),|C_{1}C_{2}|=8,所以\begin{cases}|MC_{1}|=r+2\\|MC_{2}|=r-2\end{cases},则|MC_{1}|-|MC_{2}|=4<8,于是点M的轨迹是以点C_{1},C_{2}为焦点的双曲线的右支由题意,2a=4,2c=8\Rightarrowa=2,c=4,b^{2}=12,于是,C的方程为:\frac{x^{2}}{4}-\frac{y^{2}}{12}=1(x\geqslant2)

[3886] 由椭圆的定义|PF_{1}|+|PF_{2}|=2a求解.利用椭圆定义|PF_{1}|+|PF_{2}|=2a,a=4.可知6+|PF_{2}|=8,即|PF_{2}|=2

[3887] 由题意得椭圆的焦点为(-3,0)和(3,0)所以3=\sqrt{m+5},所以m=4.

[3889] 抛物线C:y^{2}=2px的焦点是(\frac{p}{2},0),由题意的\frac{p}{2}+0-3=0,p=6,准线方程为x=-3.

[3890] 先由椭圆方程得到其长轴长,再由椭圆的定义,即可得出结果因为椭圆\frac{x^{2}}{5}+\frac{y^{2}}{16}=1的长轴长为2a=2\sqrt{16}=8,又P为椭圆上一点,F_{1}与F_{2}为椭圆的两焦点,根据椭圆的定义可得|PF_{1}|+|PF_{2}|=2a=8.

[3891] 抛物线x^{2}=2y的焦点为F(0,\frac{1}{2}),根据抛物线的定义可知y+\frac{1}{2}=|PF|,所以y+|PQ|=|PF|+|PQ|-\frac{1}{2}.故当F,P,Q三点共线时,|PF|+|PQ|-\frac{1}{2}有最小值|FQ|-\frac{1}{2}=\sqrt{(\sqrt{2})^{2}+(\frac{1}{2})^{2}}-\frac{1}{2}=\frac{3}{2}-\frac{1}{2}=1

[3892] 由条件可知p>0,x^{2}+(2p-4)x+1=0,由已知可知,抛物线与圆相切\thereforeA=(2p-4)^{2}-4=0,解得:p=3或p=1.当p=3时,x2+2x+1=0,解得:x=-1舍去当p=1时,x^{2}-2x+1=0,解得:x=1成立.

[3893] 由双曲线x^{2}-\frac{y^{2}}{k}=1得其中一个焦点为(\sqrt{k+1},0),其中一条渐近线方程为y=\sqrt{k}x,所以焦点到直线的距离为\frac{|\sqrt{k}\sqrt{k+1}|}{\sqrt{k+1}}=2\sqrt{2},所以k=8.

[3894] 双曲线的右焦点为F,左焦点为E,根据对称性可知AFCE是平行四边形,所以|AF|=2|CF|=2|AE|,又点A在双曲线上,所以|AF|-|AE|=2a,因为|AF|=2|CF|,所以|AF|-|AE|=2|CF|-|CF|=2a.所以|CF|=2a,在三角形OFC中,|FC|=2a,|OC|=b,|OF|=c,|AF|=4a可得16a^{2}=b^{2}+c^{2}-2bc\cos\angleAOF4a^{2}=b^{2}+c^{2}-2bc\cos\angleCOF可得20a^{2}=2b^{2}+2c^{2}=4c^{2}-2a^{2}.即:11a^{2}=2c^{2},所以双曲线的离心率为:e=\frac{\sqrt{22}}{2}

[3895] 设l_{1}:x=k(y-4)+2,当y=0,得x=-4k+2,l_{2}:y=-k(x-2)+4,当x=0,得y=2k+4,则A(-4k+2,0),B(0,2k+4),设M(x,y),由已知\overrightarrow{BM}=2\overrightarrow{MA}(x,y-2k-4)=2(-4k+2-x,-y)得\begin{cases}y=-8k+4-2x\\y-2k-4=-2y\end{cases},消去k得3x+12y-20=0,

[3897] 设右焦点F',连结AF',BF',得四边形AFBF是正方形\becauseAF+AF'=2a,AF+BF=2a,OF=c,\thereforeAB=2c,\because\angleBAF=\frac{1}{2}\theta,\thereforeAF=2c\cdot\cos\frac{\theta}{2},BF=2c\cdot\sin\frac{\theta}{2},\therefore2c\sin\frac{\theta}{2}+2c\cos\frac{\theta}{2}=2a,\frac{c}{a}=\frac{-}{si}.该椭圆的离心率e\in[\frac{\sqrt{2}}{2}\frac{1}{2(\frac{\theta}{2}+\frac{\pi}{4})}\in[\frac{\sqrt{2}}{2},\frac{,}{}\because\theta\in[0,\pi)\therefore\theta的取值范围为[\frac{\pi}{6},\frac{5\pi}{6}].

[3898] 椭圆\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)的焦点分别为F_{1},F_{2},b=4,离心率为\frac{3}{5},\thereforea=5,\because\triangleABF_{2}的周长是(|AF_{1}|+|AF_{2}|)+(|BF_{1}|+|BF_{2}|)=2a+2a=4a=20故选D

[3899] 双曲线\frac{x2}{4}-y^{2}=1的a=2,b=1,c=\sqrt{5},设P为双曲线右支上的点,|PF_{1}|=m,|PF_{2}|=n,则m-n=2a=4,4c^{2}=m^{2}+n^{2}-2mn\cos90^{\circ}=m^{2}+n^{2}=20即有mn=2,

[3900] 因为F_{1}F_{2}是椭圆\frac{x^{2}}{4}+y^{2}=1的两个焦点,点P在椭圆上,且满足\angleF_{1}PF_{2}=\frac{\pi}{2}所以\begin{cases}PF_{1}+PF_{2}=2a=4\\PF_{1}^{2}+PF_{2}2=4c^{2}=12\end{cases}\Rightarrow2PF_{1}\cdotPF_{2}=(PF_{1}+PF_{2})^{2}-(PF_{1}^{2}+PF_{2}^{2})=16-12=4所以PF_{1}\cdotPF_{2}=2,则\triangleF_{1}PF_{2}的面积等于\frac{1}{2}PF_{1}\cdotPF_{2}=1,

[3901] \because抛物线方程为y^{2}=2x,\therefore准线方程:x=-\frac{1}{2}\therefore抛物线上的点P(\frac{3}{2},y_{0})到焦点F的距离为d=\frac{3}{2}-(-\frac{1}{2})=2

[3902] 因为抛物线y^{2}=2px(p>0)的焦点是(\frac{p}{2},0),故椭圆\frac{x^{2}}{3p}+\frac{y^{2}}{p}=1的一个焦点也为(\frac{p}{2},0),

[3903] 由椭圆方程可知a^{2}=4\thereforea=2,由椭圆定义可知4ABF_{2}的周长为定值4a=8,由AF_{2}+BF_{2}的最大值为5可知通径长度为3,即\therefore\frac{2b^{2}}{a}=3\thereforeb^{2}=3^{n}所以椭圆方程为\frac{x^{2}}{4}+\frac{y^{2}}{3}=1

[3904] 由题意可知a^{2}=4,b^{2}=m,\thereforec^{2}=a^{2}+b^{2}=4+m,\thereforea=2,c=\sqrt{4+m}\therefore离心率e=\frac{c}{a}=\frac{\sqrt{4+m}}{2}=\sqrt{5},解得m=16.

[3907] 求出圆心到椭圆上点的距离的最大值,再加圆半径.设Q(x,y),圆心(0,-1)到Q点的距离可化为关于y的函数,结合二次函数的性质可得。详解】由圆的性质可知,P,Q两点间的最大距离可以转化为圆心到椭圆上点的距离的最大值加上圆的半径\sqrt{7},设Q(x,y),则圆心(0,-1)到椭圆上点的距离)d=\sqrt{x^{2}+(y+1)^{2}}[-\sqrt{-},\frac{1}{2}椭圆上点的距离为-1\leqslanty\leqslant1,\therefore当y=\frac{1}{7}时,d取最大值\frac{8\sqrt{7}}{7},\thereforeP,Q两点间的最大距离为_{d_{\max}}+\sqrt{7}=\frac{15\sqrt{7}}{7}

[3908] 因为椭圆\frac{x2}{16}+\frac{y2}{9}=1,\thereforea=4,由椭圆的定义可得AABF_{2}的周长是(|AF_{1}|+|AF_{2}|)+(|BF_{1}|+|BF_{2}|)=2a+2a=4a=16,故选A.

[3909] \because椭圆\frac{x^{2}}{45}+\frac{y^{2}}{b^{2}}=1的焦点在x轴上,故b^{2}<45,即b\in(-3\sqrt{5},3\sqrt{5})且b不为0\textcircled{1}设椭圆的焦距为2c,则以原点为圆心,两焦点为端点的线段为直径的圆O的方程为x^{2}+y^{2}=c^{2}要使椭圆\frac{x^{2}}{45}+\frac{y^{2}}{b^{2}}=1上有一点,使它与两焦点的连线互相垂直,只需圆O与椭圆有交点,由椭圆几何性质,只需半径c\geqslant|b|即c^{2}\geqslantb^{2},即45-b^{2}\geqslantb^{2},b^{2}\leqslant\frac{45}{2}\textcircled{2}由\textcircled{1}\textcircled{2}解得:-\frac{3\sqrt{10}}{2}\leqslantb\leqslant\frac{3\sqrt{10}}{2}且b\neq0.

[3910] 由已知条件可得A(0,1)、B(-a,0),直线AB的斜率为k_{AB}=\frac{1}{a}直线AB的方程为y=\frac{1}{a}x+1,当\trianglePAB的面积最大时,过点P的直线与椭圆相切且与直线AB平行故设该直线的方程为y=\frac{1}{a}x+m(m\neq1),联立\begin{cases}\frac{x^{2}}{a^{2}}+y^{2}=1\\y=\frac{1}{a}x+m\end{cases},整理,得2x^{2}+2amx+a^{2m}^{2}-a^{2}=0.由A=0,得4a^{2}m^{2}-8(a^{2}m^{2}-a^{2})=0,解得m^{2}=2,分析可知当\trianglePAB的面积最大时,m=-\sqrt{2},此时切线方程为y=\frac{1}{a}x-\sqrt{2}则点P到直线AB的距离d=\frac{\sqrt{2}+1}{\sqrt{\frac{1}{2}+1}}=\frac{a(\sqrt{2}+1)}{\sqrt{a^{2}+1}}又|AB|=\sqrt{a^{2}+1},所以S_{\trianglePAB}=\frac{1}{2}|AB|\cdotd=\frac{a}{2}(\sqrt{2}+1)=\sqrt{2}+1,所以a=2,所以M(-\sqrt{3},0)、N(\sqrt{3},0)分别为椭圆的左、右焦点.所以|QM|+|QN|=2a=4,则\frac{1}{|ON|}\frac{|QN|+|QM|}{4}=\frac{1}{4}(5+\frac{|QM|}{|QN|}+\frac{4|QN|}{|QM|})\geqslant\frac{1}{4}(5+2\sqrt{\frac{|OM|}{|ON|}}当且仅当|QM|=2|QN|时取等号.因此,\frac{1}{|ON|}+\frac{4}{|OM|}的最小值为\frac{9}{4}

[3912] 双曲线C:\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)的渐近线为y=\pm\frac{b}{a}x,由题意,得|AF|=b,|BF|=2b,在RtAAOF中,|OF|=c,则|OA|=\sqrt{c^{2}-b^{2}}=a设l_{1}的倾斜角为\theta,即\angleAOF=\theta,则\angleAOB=2\theta,\tan\theta=\frac{b}{a},\tan2\theta=\frac{3b}{a},即\frac{3b}{a}=\frac{\frac{2b}{a}}{1-\frac{b^{2}}{2}},即a^{2}=3b^{2}则_{e}=\frac{c}{a}=\sqrt{1+\frac{b^{2}}{a2}}=\frac{2\sqrt{3}}{3}

[3913] 依题意,抛物线y=x^{2}的焦点F(0,\frac{1}{4}),准线l:y=-\frac{1}{4},设A(x_{1},y_{1}),B(x_{2},y_{2}),则AB的中点M(\frac{x_{1}+x_{2}}{2},\frac{y_{1}+y_{2}}{2})过点A,B,M分别作直线l的垂线,垂足分别为A_{1},B_{1},M_{1},MM_{1}交x轴于点M_{0},如图由抛物线的定义得:|AF|=|AA_{1}|=y_{1}+\frac{1}{4},|BF|=|BB_{1}|=y_{2}+\frac{1}{4}则有|AF|+|BF|=y_{1}+\frac{1}{4}+y_{2}+\frac{1}{4}=y_{1}+y_{2}+\frac{1}{2},而|AF|+|BF|\geqslant|AB|=6,当且仅当A,F,B三点共线时取“=”,于是得y_{1}+y_{2}+\frac{1}{2}\geqslant6,即y_{1}+y_{2}\geqslant\frac{11}{2},则|MM_{0}|=\frac{y_{1}+y_{2}}{2}\geqslant\frac{11}{4}所以线段AB的中点M到x轴距离的最小值为\frac{11}{4}

[3914] 由题意可知抛物线C:y2=4x的焦点F:(1,0),准线为x=-1设直线l_{1}的解析式为y=k(x-1)\because直线l_{1},l_{2}互相垂直\thereforel_{2}的斜率为-\frac{1}{k}与抛物线的方程联立\begin{cases}y=k(x-1)\\,\end{cases},消去y得k^{2}x^{2}-(2k^{2}+4)x+k^{2}=0设点A(x_{1},y_{1},B(x_{2},y_{2}),C(x_{3},y_{3},D(x_{4},y_{4})由跟与系数的关系得x_{1}+x_{2}=\frac{2k^{2}+4}{k^{2}},同理x_{3}+x_{4}=\frac{2\frac{1}{k^{2}}+4}{\frac{1}{k^{2}}\because根据抛物线的性质,抛物线上的点到焦点的距离等于到准线的距离\therefore|AB|=x_{1}+1+x_{2}+1,同理|DE|=x_{3}+1+x_{4}+1\therefore|AB|+|DE|=\frac{2k^{2}+4}{k^{2}}+\frac{2\frac{1}{k^{2}}+4}{\frac{1}{l^{2}}}+4=8+\frac{4}{k^{2}}+4k^{2}\geqslant8+2\sqrt{4\times4}=16,当且仅当k^{2}=1时取等号.

[3916] 首先设出直线l的方程,与双曲线方程联立,求得点P的坐标,利用弦长公式求得|PF_{1}|,并根据定义表示|PF_{2}|,\triangleF_{1}PF_{2}中,根据余弦定理表示\therefore1-\cos\angleF_{1}PF_{2}=\frac{8}{e^{2}+3},再求离心率羊解】如图,当直线与渐近线平行时,l与双曲线有唯一交点P,设l:y=\frac{b}{a}(x+c),与双曲线方程联立,得-2cx=a^{2}+c^{2},解得:x=-\frac{a^{2}+c}{2c}|PF_{1}|=\sqrt{1+\frac{b^{2}}{a^{2}}}|x_{P}-(-c)|=\sqrt{\frac{c^{2}}{a^{2}}}|-\frac{a^{2}+c^{2}}{2c}+c|=\frac{b^{2}}{2a}|PF_{2}|=|PF_{1}|+2a=\frac{b^{2}+4a^{2}}{2a},|F_{1}F_{2}|=2c,\DeltaF_{1}PF_{2}中,\because\sin\angleF_{1}PF_{2}=\frac{4}{5},\therefore\cos\angleF_{1}PF_{2}=\pm\frac{3}{5}由余弦定理|F_{1}F_{2}|^{2}=|PF_{1}|^{2}+|PF_{2}|^{2}-2|PF_{1}||PF_{2}|\cos\angleF_{1}PF_{2}=(|PF_{1}|-|PF_{2}|)^{2}+2|PF_{1}||PF_{2}|(1-\cos\angleF_{1}PF_{2}),

[3917] 由题意,双曲线的两条渐近线的方程为y=\pm\sqrt{2}x.可设双曲线的方程为2x^{2}-y^{2}=\lambda(\lambda\neq0).又因为双曲线过点(3,-2\sqrt{3}),代入方程可得\lambda=6,即所求双曲线的方程为\frac{x^{2}}{3}-\frac{y^{2}}{6}=1,且右焦点为F(3,0)设A(x_{1},y_{1}),B(x_{2},y_{2}),过焦点F且倾斜角为60^{\circ}的直线方程为y=\sqrt{3}(x-3)联立方程组\begin{cases}y=\sqrt{3}(x-3)\\\frac{x^{2}}{3}-\frac{y^{2}}{6}=1\end{cases}整理得x^{2}-18x+33=0则x_{1}+x_{2}=18,x_{1}x_{2}=33,则弦长|AB|=\sqrt{1+k^{2}}|x_{2}-x_{1}|=\sqrt{1+(\sqrt{3})^{2}}\cdot\sqrt{(x_{1}+x_{2})^{2}-4x_{1}x_{2}}=2\sqrt{18^{2}-4\times33}=16\sqrt{3}即弦长|AB|的值为16\sqrt{3}青】本题主要考查了直线与双曲线的位置关系的应用,其中解答中联立方程组,合理使用根与系数的关系,以及弦长公式,准确运算是解答的关键,若重考查了推理与运算能力,属于中档试题

[3918] 由题意可得,F(0,2),M(0,-2),抛物线的准线为y=-2.设点_{N}(x_{0},\frac{x_{0}^{2}}{8}),根据对称性,不妨设x_{0}>0,由抛物线的定义可知|NF|=\frac{x_{0}^{2}}{8}+2^{,}又|NM|=\sqrt{x_{0}^{2}+(\frac{x^{2}}{8}+2}设以M,F为焦点的双曲线方程为\frac{y^{2}}{a^{2}}-\frac{x^{2}}{b^{2}}=1.则2a=||NF|-|NM||=|4-4\sqrt{2}|=4(\sqrt{2}-1)即a=2(\sqrt{2}-1).又2c=|MF|=4,c=2,所以离心率e=\frac{c}{a}=\frac{2}{2(\sqrt{2}-1)}=\sqrt{2}+1又2c=|MF|=4,c=

[3919] 设焦点在y轴上且渐近线方程为y=2x的双曲线的方程为\frac{y^{2}}{4}-x^{2}=\lambda(\lambda>0),即\frac{y^{2}}{4\lambda}-\frac{x^{2}}{\lambda}=1(\lambda>0),所以\begin{cases}m=-\\n=4\lambda\end{cases}.2(\lambda>0),不妨令\lambda=1,所以\begin{cases}m=\frac{7}{4}\\n=4\end{cases}

[3920] 由双曲线方程得a=4,b=3c=5,则虚轴长为6,线段PQ过点A(5,0)为双曲线的右焦点PF=PA+2aOF=OA+2a,PF+OF=4a+12=28,APOF的周长为28+12=40

[3921] 椭圆C:\frac{x^{2}}{m}+y^{2}=1(m>1)'\textcircled{1}当直线l_{1},l_{2}中-条斜率不存在和另一条斜率为0,两直线与椭圆相交\textcircled{2}当直线l_{1},l_{2}的斜率都存在时,可设l_{1}:y-2=k(x-1),即y=kx+2-k联立椭圆方程可得(mk^{2}+1)x^{2}+2km(2-k)x+m(2-k)^{2}-m=0,由直线l_{1}和椭圆C无交点,可得A=4k^{2}m^{2}(2-k)^{2}-4(mk^{2}+1)[m(2-k)^{2}-m]<0化为(m-1)k^{2}+4k-3<0,解得\frac{-2-\sqrt{3m+1}}{m-1}<k<\frac{-2+\sqrt{3m+1}}{m-1},由两直线垂直的条件,可将k换为-\frac{1}{k}即有\frac{m-1}{k^{2}}-\frac{4}{k}-3<0,化为3k^{2}+4k-m+1>0,-2+\sqrt{3m+1},m>1,化为8-2m<(4-m)\sqrt{3m+1},1时,\sqrt{3m+1}>2,则4-m>0,得m<4,此时1<m<4.3m+1,解得1<m<4,则\frac{1}{4}<\frac{1}{m}<1.所以,该椭圆的离心率为e=\frac{c}{a}=\sqrt{1-\frac{b^{2}}{a^{2}}}=\sqrt{1-\frac{1}{m}}\in(0,\frac{\sqrt{3}}{2})因此,该椭圆离心率的取值范围是(0,\frac{\sqrt{3}}{2})

[3924] 因为双曲线方程为\frac{y^{2}}{2}-x2=1,所以a^{2}=2,b^{2}=1,c^{2}=a^{2}+b^{2}=3,又佳点在y轴上所以焦点坐标为(0,-\sqrt{3}),(0,\sqrt{3})青】本题主要考查了双曲线的方程及简单几何性质,属于中档题

[3926] 设点P(x,y)到点口_{1}和口_{2}的距离的平方等于16,则PP_{1}^{2}+PP_{2}^{2}=(x+1)^{2}+y^{2}+(x-3)^{2}+y^{2}=16'整理得:x^{2}+y^{2}-2x-3=0.

[3927] 如图,设PI延长线交x轴于点M,作IH\botx轴于H,不妨设P在第一象限,S_{\DeltaPF_{1}F_{2}}=\frac{1}{2}\times2c\timesy_{P}=2b,y_{P}=\frac{2b}{c}I是\DeltaPF_{1}F_{2}内心,则\frac{|PI|}{|IM|}=\frac{|PF_{1}|}{|F_{1}M|}=\frac{|PF_{2}|}{|F_{2}M|}=\frac{|PF_{1}|+|PF_{2}|}{|F_{1}M|+|F_{2}M|}=\frac{2a}{2c}=\frac{a}{c}所以\frac{a+c}{c}=\frac{|PI|+|IM|}{|IM|}=\frac{y_{P}}{y_{I}}=\frac{2b}{1},a+c=2b=2\sqrt{a^{2-c^{2}},a+c=4(a-c),e=\frac{c}{a}=\frac{3}{5}

[3928] 设B(x,y),根据\overrightarrow{FB}=2\overrightarrow{BA}可得出用p表示的B点坐标,再代入抛物线方程可得出p值,然后求得B、F两点坐标,利用两点之间的距离公式可得答案.由题得F(\frac{p}{2},0)(p>0),设B(x,y),则\overrightarrow{FB}=(x-\frac{p}{2},y)2\overrightarrow{BA}=2(-x,2-y)=(-2x,4-2y),由\overrightarrow{FB}=2\overrightarrow{BA}得\begin{cases}x-\frac{p}{2}=-2x\\y=4-2y\end{cases}解得\begin{cases}x=\frac{p}{6}\\y=\frac{4}{3}\end{cases}代入椭圆方程得(\frac{4}{3})^{2}=2p\times\frac{p}{6},解得p=\frac{4\sqrt{3}}{3}所以_{B(}^{2}\frac{3}{9},\frac{4}{3})'F(\frac{2\sqrt{3}}{3},0)'

[3929] 由题意得:\frac{\sqrt{m+8}}{\sqrt{m}}=\sqrt{3},解得m=4.解答此类问题,要明确对应关系,一是a^{2}=m,b^{2}=8,二是双曲线中c^{2}=a^{2}+b^{2}.

[3932] 不妨设F为双曲线的右焦点,c为双曲线的半焦距,由题意知P的横坐标为\frac{c}{2},双曲线的渐近线方程为y=\pmx,设点P在渐近线y=x上,则P的纵坐标为\frac{c}{2}所以\trianglePOF的面积为\frac{c^{2}}{4}=1,得c^{2}=4,由题意知c^{2}=2\lambda,所以2\lambda=4,解得\lambda=2.

[3933] 先由双曲线的几何性质写出B和F的坐标,并求得|BF|的长,然后设双曲线的左焦点为E,由双曲线的定义可知,|PF|\cdot|PE|=2a,而\triangleBPF的周长为|BF|+|PF|+|PB|=|BF|+2a+(|PE|+|PB|),求出|PE|+|PB|的最小值即可得\triangleBPF周长的最小值,当且仅当B、P、E三点共线时,可得解.\because双曲线C:\frac{x^{2}}{2}-y^{2}=1,\thereforeF(\sqrt{3},0)如图所示,不妨设B为x轴上方的虚轴端点,则B(0,1),|BF|=2,设双曲线的左焦点为E,由双曲线的定义可知,|PF|\cdot|PE|=2a=2\sqrt{2},即|PF|=|PE|+2\sqrt{2}\therefore\triangleBPF的周长为|BF|+|PF|+|PB|=|BF|+(|PE|+2\sqrt{2})+|PB|=2+2\sqrt{2}+|PE|+|PB|\geqslant2+2\sqrt{2}+|BE|=4+2\sqrt{2}当且仅当B、P、E三点共线时,等号成立.所以\triangleBPF周长的最小值等于4+2\sqrt{2}

