sample_id,before_curve_type,after_curve_type,before_query_type,after_query_type,query_type_changed,before_reasoning_success,after_reasoning_success,reasoning_transition,before_final_answer_correct,after_final_answer_correct,correctness_transition,before_failure_reason,after_failure_reason,before_reasoning_failure_reason,after_reasoning_failure_reason,before_num_steps,after_num_steps,num_steps_delta,before_first_model,after_first_model,before_last_model,after_last_model,before_model_sequence_len,after_model_sequence_len,model_sequence_changed,model_sequence_lcp,new_model_ids_after,removed_model_ids_after,after_repeated_model_loop,expected_answer,before_predicted_answer,after_predicted_answer,query,facts,before_model_sequence,after_model_sequence
4458,Parabola,Parabola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,78,78,62,62,15,15,False,15,,,False,y^2 = 4*x,y^2=2*p*x,y^2=2*p*x,Expression(G),"l: Line;G: Parabola;p: Number;H: Line;A: Point;F: Point;M: Point;B: Point;p>0;Expression(G) = (y^2 = 2*(p*x));Expression(H) = (x = -p/2);Focus(G) = F;PointOnCurve(F, l);Intersection(l, G) = {A, B};Intersection(l, H) = M;VectorOf(A, F) = VectorOf(F, M) ;Abs(LineSegmentOf(A, B)) = 16/3",78 78 78 42 42 42 42 42 43 43 62 62 62 62 62,78 78 78 42 42 42 42 42 43 43 62 62 62 62 62
4475,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,sqrt(5),sqrt(m^2/n^2+1),sqrt(m^2/n^2+1),Eccentricity(C2),C1: Hyperbola;Expression(C1) = (x^2/a^2 - y^2/b^2 = 1);a: Number;b: Number;a>0;b>0;C2: Hyperbola;Expression(C2) = (y^2/m^2 - x^2/n^2 = 1);m: Number;n: Number;m>0;n>0;Asymptote(C1) = Asymptote(C2);Eccentricity(C1) = sqrt(5)/2,21,21
4476,Other,Other,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,54,54,62,62,15,15,False,15,,,False,(x^2/4+3*y^2/4=1)&Negation(x=pm*2),No equation found,No equation found,LocusEquation(P),"P: Point;A: Point;B: Point;x1:Number;y1:Number;Coordinate(P) = (x1, y1);Coordinate(A) = (-2, 0);Coordinate(B) = (2, 0);Slope(LineSegmentOf(P,A))*Slope(LineSegmentOf(P,B))=-1/3",54 54 54 54 54 54 54 54 54 62 62 62 62 62 62,54 54 54 54 54 54 54 54 54 62 62 62 62 62 62
4481,Ellipse,Ellipse,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,(sqrt(5)-1)/2,sqrt(1-b^2/a^2),sqrt(1-b^2/a^2),Eccentricity(C),"l: Line;C: Ellipse;G: Circle;A: Point;B: Point;F: Point;O:Origin;a > b;b > 0;Expression(C) = (y^2/b^2 + x^2/a^2 = 1);OneOf(Focus(C)) = F;PointOnCurve(F, l);IsPerpendicular(l,xAxis);Intersection(l, C) = {A, B};IsDiameter(LineSegmentOf(A, B), G);PointOnCurve(O, G);a:Number;b:Number",13,13
4487,Ellipse,Ellipse,Distance,Distance,False,True,True,success->success,True,True,correct->correct,none,none,none,none,5,5,0,42,42,13,13,5,5,False,5,,,False,2,2,2,"Distance(A, F2)","G: Ellipse;A: Point;F1: Point;F2: Point;Expression(G) = (x^2/4 + y^2/3 = 1);PointOnCurve(A, G);OneOf(Focus(G)) = F1;OneOf(Focus(G)) = F2;Negation(F1 = F2);Distance(A, F1) = 2",42 0 56 56 13,42 0 56 56 13
4498,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,y=pm*(sqrt(3)/3)*x,y=x*sqrt(1/(e^2-1)),y=x*sqrt(1/(e^2-1)),Expression(Asymptote(G)),G: Hyperbola;m: Number;Expression(G) = (y^2/16 - x^2/m = 1);Eccentricity(G) = e;e = 2;e:Number,21,21
4500,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,sqrt(5),sqrt(1+b^2/a^2),sqrt(1+b^2/a^2),Eccentricity(G),"G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;Expression(H) = (x + 2*y - 1 = 0);IsPerpendicular(OneOf(Asymptote(G)), H);H: Line",21,21
4501,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,62,62,62,62,15,15,False,15,,,True,(5/4)*p^2,DotProduct not found,DotProduct not found,"DotProduct(VectorOf(O, A), VectorOf(O, B))","G: Parabola;Expression(G) = (y^2 = 2*(p*x));p: Number;K: Point;Intersection(Directrix(G), xAxis) = K;l: Line;PointOnCurve(K, l);A: Point;B: Point;Intersection(l, G) = {A, B};O: Origin",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
4512,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,sqrt(2)/2,Min not found,Abs(p/2-1),"Min(Abs(LineSegmentOf(P, F))/Abs(LineSegmentOf(P, M)))","G: Hyperbola;H: Parabola;p: Number;M: Point;P: Point;F: Point;Expression(G) = (x^2/2 - y^2 = 1/3);p>0;Expression(H) = (y^2 = 2*(p*x));Coordinate(M) = (-1, 0);Focus(H) = F;OneOf(Focus(G)) = F;Focus(H) = OneOf(Focus(G));PointOnCurve(P, H)",1,1
4525,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,8+sqrt(5),Max not found,Max not found,"Max(Abs(LineSegmentOf(E, F1)) + Abs(LineSegmentOf(E, N)))","F1: Point;F2: Point;G: Ellipse;Expression(G) = (x^2/16 + y^2/7 = 1);LeftFocus(G) = F1;RightFocus(G) = F2;E: Point;PointOnCurve(E, G);N: Point;Coordinate(N) = (5, 1)",13,13
4534,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,x^2/16+y^2/25=1,Expression(G) = (x^2/5 - y^2/4 = -1),Expression(G) = (x^2/5 - y^2/4 = -1),Expression(H),G: Hyperbola;Expression(G) = (x^2/5 - y^2/4 = -1);H: Ellipse;Focus(G) = Focus(H);Eccentricity(H) = 0.6,21,21
4548,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,sqrt(85)/5,sqrt(1+b^2/a^2),sqrt(1+b^2/a^2),Eccentricity(C),"C: Hyperbola;b: Number;a: Number;G: Line;P: Point;F: Point;Q: Point;O:Origin;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);PointOnCurve(O,G);Intersection(G, C) = {P, Q};Negation(P=Q);OneOf(Focus(C)) = F;Tan(AngleOf(P, F, Q)) = 4/3;Abs(LineSegmentOf(Q, F)) = 3*Abs(LineSegmentOf(P, F))",1,1
4551,Parabola,Parabola,Coordinate,Coordinate,False,True,True,success->success,True,True,correct->correct,none,none,none,none,15,15,0,53,53,53,53,15,15,False,15,,,True,"(7/4, pm*sqrt(7)/2)","(7/4, pm*sqrt(7)/2)","(7/4, pm*sqrt(7)/2)",Coordinate(P),"G: Parabola;P: Point;Expression(G) = (y^2 = x);PointOnCurve(P, G);Distance(P, Focus(G)) = 2",53 53 53 53 53 53 53 53 53 53 53 53 53 53 53,53 53 53 53 53 53 53 53 53 53 53 53 53 53 53
4587,Other,Other,Range,Range,False,False,False,failure->failure,False,False,wrong->wrong,no_model,no_model,no_model,no_model,0,0,0,none,none,none,none,0,0,False,0,,,False,"[10-sqrt(10),10+sqrt(10)]",,,Range(sqrt(x_^2 + (y_ - 3)^2) + sqrt(y_^2 + (x_ - 1)^2)),x_: Real;y_: Real;x_^2/16 + y_^2/25 = 1,,
4592,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,29,29,63,63,15,15,False,15,,,False,2,"Abs(LineSegmentOf(A, F)) not found","Abs(LineSegmentOf(A, F)) not found","Abs(LineSegmentOf(A, F))","C: Parabola;Expression(C) = (x^2 = 4*y);F: Point;Focus(C) = F;l: Line;PointOnCurve(F, l);Intersection(l, C) = {A, B};A: Point;B: Point;Intersection(TangentOnPoint(A,C),xAxis) = M;Intersection(TangentOnPoint(A,C),yAxis) = N;M: Point;O: Origin;N: Point;Area(TriangleOf(M, O, N)) = 1/2",29 29 29 29 29 29 29 29 29 29 63 63 63 63 63,29 29 29 29 29 29 29 29 29 29 63 63 63 63 63
4606,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,29,29,62,62,15,15,False,15,,,False,16/5,Min not found,Min not found,Min(d1 + d2),"G: Parabola;Expression(G) = (y^2 = 8*x);P: Point;PointOnCurve(P, G);d1: Number;d2: Number;H: Line;Expression(H) = (4*x + 3*y + 8 = 0);Distance(P, Directrix(G)) = d1;Distance(P, H) = d2",29 29 29 29 29 29 29 29 62 62 62 62 62 62 62,29 29 29 29 29 29 29 29 62 62 62 62 62 62 62
4616,Hyperbola,Hyperbola,Area,Area,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,64*pi,Area not found,Area not found,Area(H),"G: Hyperbola;H: Circle;O: Origin;N: Point;F1: Point;P: Point;M: Point;F2: Point;lambda:Number;lambda>0;mu:Number;Expression(G) = (x^2/16 - y^2/8 = 1);PointOnCurve(P, RightPart(G));LeftFocus(G) = F1;RightFocus(G) = F2;VectorOf(F1, P) = lambda*VectorOf(P, M);VectorOf(P,N)=mu*(VectorOf(P,M)/Abs(VectorOf(P,M))+VectorOf(P,F2)/Abs(VectorOf(P,F2)));Abs(VectorOf(P, F2)) = 4;DotProduct(VectorOf(P,N),VectorOf(F2,N))=0;Center(H)=O;Radius(H)=LineSegmentOf(O,N)",1,1
4621,Ellipse,Ellipse,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,(sqrt(5) - 1)/2,sqrt(1-b^2/a^2),sqrt(1-b^2/a^2),Eccentricity(G),"G: Ellipse;b: Number;a: Number;A: Point;F: Point;a > b;b > 0;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);PointOnCurve(A, G);OneOf(Focus(G)) = F;IsPerpendicular(LineSegmentOf(A,F), xAxis);c: Number;Abs(LineSegmentOf(A, F)) = c;HalfFocalLength(G) = c",13,13
4627,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,y =  (pm*sqrt(3)/3)*x,y=pm*(b/a)*x,y=pm*(b/a)*x,Expression(Asymptote(G)),G: Hyperbola;a: Number;b: Number;E: Ellipse;a1: Number;b1: Number;a1 > 0;b1 > 0;Expression(G) = (x^2/a1^2 - y^2/b1^2 = 1/2);a > b;b > 0;Expression(E) = (y^2/b^2 + x^2/a^2 = 1);Focus(G) = Focus(E),21,21
4636,Parabola,Parabola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,29,29,62,62,15,15,False,15,,,False,2,p,p,p,"l: Line;E: Parabola;p: Number;A: Point;O: Origin;B: Point;p>0;Expression(E)=(y^2=2*p*x);Focus(E)=F;PointOnCurve(F,l);Intersection(l,E)={A,B};Quadrant(A)=1;Area(TriangleOf(O,A,B))=(-3/2)*Tan(AngleOf(A,O,B));F:Point",29 29 29 29 29 62 62 62 62 62 62 62 62 62 62,29 29 29 29 29 62 62 62 62 62 62 62 62 62 62
4646,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,0,0,63,63,15,15,False,15,,,False,"{x^2/16+y^2/12=1, y^2/16+x^2/12=1}",No equation found,No equation found,Expression(G),G: Ellipse;O: Origin;Center(G) = O;SymmetryAxis(G) = axis;Eccentricity(G) = 1/2;MajorAxis(G) = 8,0 0 0 0 0 0 0 14 63 63 63 63 63 63 63,0 0 0 0 0 0 0 14 63 63 63 63 63 63 63
4681,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,sqrt(3),sqrt(1+b^2/a^2),sqrt(1+b^2/a^2),Eccentricity(G),"G: Hyperbola;b: Number;a: Number;O: Origin;A: Point;F: Point;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);RightFocus(G) = F;Quadrant(A) = 1;PointOnCurve(A, G);DotProduct(VectorOf(O, A), VectorOf(O, F)) = Abs(VectorOf(O, F))^2;Expression(LineOf(O,A)) = (y = x*(2*sqrt(3)/3))",1,1
4682,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,2,sqrt(1+b^2/a^2),sqrt(1+b^2/a^2),Eccentricity(G),"G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;F: Point;LeftFocus(G) = F;O: Circle;Expression(O) = (x^2 + y^2 = a^2);L1: Line;L2: Line;TangentOfPoint(F, O) = {L1, L2};A: Point;C: Point;B: Point;TangentPoint(L1, O) = A;TangentPoint(L2, O) = B;LeftVertex(G) = C;AngleOf(A, C, B) = ApplyUnit(120, degree)",1,1
4698,Parabola,Parabola,Equation,Equation,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,29,42,63,43,15,15,True,0,42 43,29 63,False,y = -1,Equation(Directrix) not found,Equation(Directrix) not found,Expression(Directrix(G)),"G: Parabola;p: Number;Expression(G) = (x^2 = 2*p*y);Coordinate(Focus(G)) = (0, 1)",29 29 29 29 29 29 29 29 63 63 63 63 63 63 63,42 42 42 42 42 42 42 42 42 43 43 43 43 43 43
4716,Parabola,Parabola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,29,29,62,62,15,15,False,15,,,False,4,a: Number,a: Number,a,"G: Parabola;a: Number;M: Point;l: Line;a>0;m:Number;Expression(G) = (x^2 = a*y);Coordinate(M) = (m, 1);PointOnCurve(M, G);Directrix(G) = l;Distance(M, l) = 2",29 29 29 29 29 29 29 29 62 62 62 62 62 62 62,29 29 29 29 29 29 29 29 62 62 62 62 62 62 62
4732,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,53,53,62,62,15,15,False,15,,,False,x^2/25+ y^2/9=1,No equation found,No equation found,Expression(G),"G: Ellipse;F1: Point;F2: Point;Coordinate(F1) = (4, 0);Coordinate(F2) = (-4, 0);Focus(G)={F1,F2};M:Point;PointOnCurve(M,G);Distance(M,F1)+Distance(M,F2)=10",53 63 63 63 63 63 63 62 62 62 62 62 62 62 62,53 63 63 63 63 63 63 62 62 62 62 62 62 62 62
4733,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,1,1,1,1,15,15,False,15,,,True,sqrt(3),Eccentricity not found,Eccentricity not found,Eccentricity(C),"G: Line;C: Hyperbola;PointOnCurve(OneOf(Focus(C)), G);IsPerpendicular(G, OneOf(SymmetryAxis(C)));A: Point;B: Point;Intersection(G, C) = {A, B};Abs(LineSegmentOf(A, B)) = 2*Length(RealAxis(C))",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4752,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,True,True,correct->correct,none,none,none,none,1,1,0,63,63,63,63,1,1,False,1,,,False,x^2/15+y^2/10=1,x^2/15+y^2/10=1,x^2/15+y^2/10=1,Expression(Z),"G: Ellipse;Expression(G) = (4*x^2 + 9*y^2 = 36);Z: Ellipse;Focus(G) = Focus(Z);H: Point;Coordinate(H) = (-3, 2);PointOnCurve(H, Z)",63,63
4763,Ellipse,Ellipse,Area,Area,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,56,56,13,13,15,15,False,15,,,False,5,21.0744,21.0744,"Area(TriangleOf(A, B, F2))","G: Ellipse;H: Line;A: Point;B: Point;F2: Point;F1: Point;Expression(G) = (x^2/9 + y^2/5 = 1);Focus(G) = {F1, F2};PointOnCurve(F1, H);Intersection(H, G) = {A, B};Abs(LineSegmentOf(A, B)) = 5",56 56 56 56 56 56 56 56 13 13 13 13 13 13 13,56 56 56 56 56 56 56 56 13 13 13 13 13 13 13
4806,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,29,29,29,29,15,15,False,15,,,True,16/3,"Abs(LineSegmentOf(A, B)) not found","Abs(LineSegmentOf(A, B)) not found","Abs(LineSegmentOf(A, B))","C: Parabola;Expression(C) = (y^2 = 4*x);F: Point;Focus(C) = F;l: Line;PointOnCurve(F, l);A: Point;B: Point;Intersection(l, C) = {A, B};Distance(A, Directrix(C)) = 4",29 29 29 29 29 29 29 29 29 29 29 29 29 29 29,29 29 29 29 29 29 29 29 29 29 29 29 29 29 29
4816,Hyperbola,Hyperbola,Length,Length,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,"(sqrt(2), +oo)",Range(HalfFocalLength(G)) not found,Range(HalfFocalLength(G)) not found,Range(HalfFocalLength(G)),"G: Hyperbola;k: Real;Expression(G) = (-x^2/(k - 2) + y^2/k = 1);PointOnCurve(Focus(G), yAxis)",1,1
4829,Parabola,Parabola,Area,Area,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,42,42,62,62,15,15,False,15,,,False,10,Area not found,Area not found,"Area(TriangleOf(M, P, F))","G: Parabola;Expression(G) = (y^2 = 4*x);P: Point;PointOnCurve(P,G) = True;L: Line;PointOnCurve(P,L) = True;IsPerpendicular(L,Directrix(G)) = True;FootPoint(L,Directrix(G)) = M;M: Point;Focus(G) = F;F: Point;Abs(LineSegmentOf(P, F)) = 5",42 43 43 43 43 43 43 43 62 62 62 62 62 62 62,42 43 43 43 43 43 43 43 62 62 62 62 62 62 62
4831,Circle,Circle,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,62,62,62,62,15,15,False,15,,,True,x^2/9+y^2/5=1,Expression(N) = (y^2 + x^2 + 4*x - 32 = 0),Expression(N) = (y^2 + x^2 + 4*x - 32 = 0),LocusEquation(Q),"M: Point;Coordinate(M) = (2, 0);N: Circle;Expression(N) = (y^2 + x^2 + 4*x - 32 = 0);P: Point;PointOnCurve(P, N);Q: Point;Intersection(PerpendicularBisector(LineSegmentOf(M, P)), LineSegmentOf(N, P)) = Q",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
4868,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,29,29,29,29,15,15,False,15,,,True,2*sqrt(5)-1,Min not found,Min not found,"Min(Abs(LineSegmentOf(P, Q)))","C: Parabola;p: Number;G: Circle;H: Point;P: Point;Q: Point;p>0;Expression(C) = (y^2 = 2*(p*x));Expression(G) = (y^2 + (x - 6)^2 = 1);Coordinate(H) = (5, t);PointOnCurve(H, C);PointOnCurve(P,C);PointOnCurve(Q,G);Distance(H, Focus(C)) = 6;t:Number",29 29 29 29 29 29 29 29 29 29 29 29 29 29 29,29 29 29 29 29 29 29 29 29 29 29 29 29 29 29
4869,Hyperbola,Hyperbola,Equation,Equation,False,False,True,failure->success,False,False,wrong->wrong,no_model,answer_mismatch,no_model,none,0,15,15,none,1,none,1,0,15,True,0,1,,True,x^2/20 - y^2/16 = 1,,No equation found,Expression(G),"G: Hyperbola;Coordinate(OneOf(Focus(G))) = (-6, 0);I: Point;Coordinate(I) = (5,-2);PointOnCurve(I , G) = True",,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4873,Hyperbola,Hyperbola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,1,1,56,56,15,15,False,15,,,False,2*sqrt(3),"Expression 'Abs(LineSegmentOf(P, F1)) + Abs(LineSegmentOf(P, F2))' not found","Expression 'Abs(LineSegmentOf(P, F1)) + Abs(LineSegmentOf(P, F2))' not found","Abs(LineSegmentOf(P, F1)) + Abs(LineSegmentOf(P, F2))","G: Hyperbola;P: Point;F1: Point;F2: Point;Expression(G) = (x^2 - y^2 = 1);Focus(G) = {F1, F2};PointOnCurve(P, G);IsPerpendicular(LineSegmentOf(P, F1), LineSegmentOf(P, F2))",1 1 1 1 1 1 56 56 56 56 56 56 56 56 56,1 1 1 1 1 1 56 56 56 56 56 56 56 56 56
4876,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,sqrt(5),e: Number,e: Number,e,"C: Hyperbola;b: Number;a: Number;H: Circle;P: Point;F1:Point;F2: Point;G: Point;e: Number;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);Expression(H) = (x^2 + y^2 = b^2);LeftFocus(C) =F1;RightFocus(C)=F2;PointOnCurve(P,RightPart(C));TangentPoint(LineSegmentOf(P,F2),H)=G;MidPoint(LineSegmentOf(P, F2)) = G;Eccentricity(G) = e",1,1
4907,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,x^2/2-y^2=1,Expression(G) = (x^2/4 - y^2/2 = 1),Expression(G) = (x^2/4 - y^2/2 = 1),Expression(Z),"G: Hyperbola;Expression(G) = (x^2/4 - y^2/2 = 1);Z: Hyperbola;Asymptote(Z) = Asymptote(G);P: Point;Coordinate(P) = (2, 1);PointOnCurve(P, Z)",21,21
4908,Parabola,Parabola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,78,78,62,62,15,15,False,15,,,False,y = x,Expression(G) = (y^2 = 4*x),Expression(G) = (y^2 = 4*x),Expression(H),"G: Parabola;H: Line;P: Point;A: Point;B: Point;Expression(G) = (y^2 = 4*x);Coordinate(P) = (2, 2);PointOnCurve(P,H);Intersection(H, G) = {A, B};VectorOf(P, A) + VectorOf(P, B) = 0",78 42 42 42 54 54 54 62 62 62 62 62 62 62 62,78 42 42 42 54 54 54 62 62 62 62 62 62 62 62
4915,Ellipse,Ellipse,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,0,0,56,56,15,15,False,15,,,True,6,Perimeter not found,Perimeter not found,"Perimeter(TriangleOf(A, B, F2))","G: Ellipse;H: Line;A: Point;B: Point;F2: Point;F1: Point;e:Number;Length(MinorAxis(G))=sqrt(5);Eccentricity(G)=e;e=2/3;Focus(G) = {F1, F2};PointOnCurve(F1, H);Intersection(H, G) = {A, B}",0 0 0 0 56 56 56 56 56 56 56 56 56 56 56,0 0 0 0 56 56 56 56 56 56 56 56 56 56 56
4925,Ellipse,Ellipse,Eccentricity,Eccentricity,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,0,0,0,0,15,15,False,15,,,True,sqrt(5)/5,Eccentricity not found,Eccentricity not found,Eccentricity(E),"E: Ellipse;l: Line;Expression(l) = (2*x - y + 2 = 0);F1: Point;F1 = LeftFocus(E);B: Point;B = OneOf(Vertex(E));PointOnCurve(F1, l);PointOnCurve(B, l)",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4958,Hyperbola,Hyperbola,Area,Area,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,1,1,56,56,15,15,False,15,,,False,3/2,Area not found,Area not found,"Area(TriangleOf(A,P,F))","C: Hyperbola;P: Point;F: Point;A: Point;Expression(C) = (x^2 - y^2/3 = 1);Coordinate(A) = (1, 3);RightFocus(C)=F;PointOnCurve(P, C);IsPerpendicular(LineSegmentOf(P,F),xAxis)",1 1 1 1 1 56 56 56 56 56 56 56 56 56 56,1 1 1 1 1 56 56 56 56 56 56 56 56 56 56
4963,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,0,0,0,0,1,1,False,1,,,False,1/4,Max not found,Max not found,"Max(Abs(LineSegmentOf(F, A))/Abs(LineSegmentOf(O, H)))","G: Ellipse;a: Number;b: Number;F: Point;A: Point;O:Origin;H: Point;a > b;b > 0;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);Center(G) = O;RightFocus(G)=F;RightVertex(G)=A;Intersection(RightDirectrix(G),xAxis)=H",0,0
4970,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,2,k: Number,k: Number,k,"G: Ellipse;k: Number;H: Line;A: Point;B: Point;F2: Point;F1: Point;Expression(G) = (x^2/(k + 2) + y^2/(k + 1) = 1);LeftFocus(G) = F1;RightFocus(G) = F2;PointOnCurve(F1, H);Intersection(H, G) = {A, B};Perimeter(TriangleOf(A, B, F2)) = 8",13,13
4974,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,2,Max not found,Max not found,Max(b),"C: Ellipse;A: Point;B: Point;P: Point;b:Real;b>0;b<5;Coordinate(A) = (-4, 0);Coordinate(B) = (-1, 0);Expression(C) = (x^2/25 + y^2/b^2 = 1);PointOnCurve(P,C);Abs(LineSegmentOf(P,A))=2*Abs(LineSegmentOf(P,B))",13,13
4995,Parabola,Parabola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,65,65,63,63,15,15,False,15,,,True,1/4,m: Real,m: Real,m,G: Parabola;m: Real;Expression(G) = (y = m*x^2);Expression(Directrix(G)) = (y = -1),65 63 63 63 63 63 63 63 63 63 63 63 63 63 63,65 63 63 63 63 63 63 63 63 63 63 63 63 63 63
